Driver instructions:

Strategy instructions:

Power 1:
1, throttle, -1, -1
2, throttle, -1, -1
3, throttle, 3, 14:15:37.764
4, throttle, 5, 14:15:37.982
5, throttle, 1, 14:15:38.203
6, throttle, 1, 14:15:38.424
7, throttle, 6, 14:15:38.643
8, throttle, 3, 14:15:38.864
9, throttle, 1, 14:15:39.083
10, throttle, 0, 14:15:39.306
11, throttle, 6, 14:15:39.539
12, throttle, 0, 14:15:39.767
13, throttle, 8, 14:15:39.997
14, throttle, 1, 14:15:40.227
15, throttle, 0, 14:15:40.460
16, throttle, 1, 14:15:40.692
17, throttle, 4, 14:15:40.924
18, throttle, 5, 14:15:41.156
19, throttle, 7, 14:15:41.387
20, throttle, 1, 14:15:41.618
21, throttle, 8, 14:15:41.850
22, throttle, 0, 14:15:42.079
23, throttle, 6, 14:15:42.311
24, throttle, 0, 14:15:42.543
25, throttle, 0, 14:15:42.773
26, throttle, 7, 14:15:43.013
27, throttle, 11, 14:15:43.246
28, throttle, 0, 14:15:43.478
29, throttle, 11, 14:15:43.710
30, throttle, 12, 14:15:43.941
31, throttle, 2, 14:15:44.173
32, throttle, 6, 14:15:44.401
33, throttle, 2, 14:15:44.633
34, throttle, 0, 14:15:44.864
35, throttle, 0, 14:15:45.096
36, throttle, 0, 14:15:45.328
37, throttle, 7, 14:15:45.560
38, throttle, 0, 14:15:45.792
39, throttle, 0, 14:15:46.024
40, throttle, 6, 14:15:46.256
41, throttle, 5, 14:15:46.488
42, throttle, 12, 14:15:46.720
43, throttle, 0, 14:15:46.952
44, throttle, 4, 14:15:47.184
45, throttle, 10, 14:15:47.417
46, throttle, 0, 14:15:48.130
47, throttle, 6, 14:15:48.362
48, throttle, 1, 14:15:48.595
49, throttle, 6, 14:15:48.828
50, throttle, 6, 14:15:49.060
51, throttle, 2, 14:15:49.292
52, throttle, 10, 14:15:49.525
53, throttle, 13, 14:15:49.756
54, throttle, 3, 14:15:49.987
55, throttle, 11, 14:15:50.220
56, throttle, 6, 14:15:50.453
57, throttle, 1, 14:15:50.687
58, throttle, 8, 14:15:50.921
59, throttle, 7, 14:15:51.151
60, throttle, 15, 14:15:51.383
61, throttle, 11, 14:15:51.618
62, throttle, 11, 14:15:51.850
63, throttle, 0, 14:15:52.081
64, throttle, 8, 14:15:52.313
65, throttle, 8, 14:15:52.546
66, throttle, 6, 14:15:52.778
67, throttle, 7, 14:15:53.010
68, throttle, 7, 14:15:53.241
69, throttle, 11, 14:15:53.474
70, throttle, 10, 14:15:53.707
71, throttle, 0, 14:15:53.939
72, throttle, 0, 14:15:54.169
73, throttle, 5, 14:15:54.402
74, throttle, 0, 14:15:54.631
75, throttle, 8, 14:15:54.864
76, throttle, 6, 14:15:55.105
77, throttle, 5, 14:15:55.339
78, throttle, 4, 14:15:55.572
79, throttle, 7, 14:15:55.803
80, throttle, 14, 14:15:56.035
81, throttle, 0, 14:15:56.268
82, throttle, 4, 14:15:56.498
83, throttle, 1, 14:15:56.731
84, throttle, 6, 14:15:56.963
85, throttle, 7, 14:15:57.194
86, throttle, 6, 14:15:57.426
87, throttle, 5, 14:15:57.658
88, throttle, 9, 14:15:57.891
89, throttle, 10, 14:15:58.123
90, throttle, 6, 14:15:58.723
91, throttle, 5, 14:15:58.954
92, throttle, 1, 14:15:59.191
93, throttle, 2, 14:15:59.423
94, throttle, 2, 14:15:59.656
95, throttle, 0, 14:15:59.889
96, throttle, 1, 14:16:00.117
97, throttle, 6, 14:16:00.349
98, throttle, 2, 14:16:00.581
99, throttle, 4, 14:16:00.813
100, throttle, 6, 14:16:01.046
101, throttle, 0, 14:16:01.280
102, throttle, 6, 14:16:01.513
103, throttle, 11, 14:16:01.745
104, throttle, 3, 14:16:01.978
105, throttle, 6, 14:16:02.210
106, throttle, 4, 14:16:02.441
107, throttle, 0, 14:16:02.672
108, throttle, 8, 14:16:02.907
109, throttle, 4, 14:16:03.138
110, throttle, 9, 14:16:03.371
111, throttle, 5, 14:16:03.603
112, throttle, 7, 14:16:03.837
113, throttle, 2, 14:16:04.069
114, throttle, 5, 14:16:04.302
115, throttle, 0, 14:16:04.537
116, throttle, 5, 14:16:04.770
117, throttle, 6, 14:16:05.002
118, throttle, 5, 14:16:05.234
119, throttle, 1, 14:16:05.465
120, throttle, 6, 14:16:05.698
121, throttle, 5, 14:16:05.931
122, throttle, 6, 14:16:06.162
123, throttle, 1, 14:16:06.394
124, throttle, 5, 14:16:06.627
125, throttle, 0, 14:16:06.859
126, throttle, 5, 14:16:07.091
127, throttle, 6, 14:16:07.321
128, throttle, 7, 14:16:07.553
129, throttle, 6, 14:16:07.786
130, throttle, 12, 14:16:08.020
131, throttle, 0, 14:16:08.252
132, throttle, 4, 14:16:08.486
133, throttle, 2, 14:16:08.718
134, throttle, 4, 14:16:09.298
135, throttle, 11, 14:16:09.685
136, throttle, 11, 14:16:09.952
137, throttle, 23, 14:16:10.183
138, throttle, 53, 14:16:10.417
139, throttle, 62, 14:16:10.650
140, throttle, 159, 14:16:10.883
141, throttle, 163, 14:16:11.114
142, throttle, 474, 14:16:11.348
143, throttle, 479, 14:16:11.579
144, throttle, 315, 14:16:11.808
145, throttle, 269, 14:16:12.041
146, throttle, 254, 14:16:12.274
147, throttle, 223, 14:16:12.504
148, throttle, 171, 14:16:12.737
149, throttle, 101, 14:16:12.970
150, throttle, 189, 14:16:13.203
151, throttle, 320, 14:16:13.437
152, throttle, 339, 14:16:13.668
153, throttle, 331, 14:16:13.899
154, throttle, 343, 14:16:14.128
155, throttle, 341, 14:16:14.359
156, throttle, 340, 14:16:14.590
157, throttle, 336, 14:16:14.823
158, throttle, 338, 14:16:15.056
159, throttle, 342, 14:16:15.286
160, throttle, 341, 14:16:15.519
161, throttle, 343, 14:16:15.752
162, throttle, 335, 14:16:15.985
163, throttle, 331, 14:16:16.217
164, throttle, 402, 14:16:16.449
165, throttle, 444, 14:16:16.679
166, throttle, 443, 14:16:16.912
167, throttle, 432, 14:16:17.143
168, throttle, 446, 14:16:17.374
169, throttle, 49, 14:16:17.607
170, throttle, 6, 14:16:17.839
171, throttle, 5, 14:16:18.072
172, throttle, 248, 14:16:18.306
173, throttle, 437, 14:16:18.538
174, throttle, 436, 14:16:18.770
175, throttle, 447, 14:16:19.001
176, throttle, 448, 14:16:19.232
177, throttle, 450, 14:16:19.685
178, throttle, 439, 14:16:19.905
179, throttle, 436, 14:16:20.125
180, throttle, 12, 14:16:20.346
181, throttle, 4, 14:16:20.565
182, throttle, 5, 14:16:20.785
183, throttle, 11, 14:16:21.005
184, throttle, 5, 14:16:21.225
185, throttle, 6, 14:16:21.446
186, throttle, 0, 14:16:21.665
187, throttle, 6, 14:16:21.887
188, throttle, 444, 14:16:22.107
189, throttle, 444, 14:16:22.332
190, throttle, 539, 14:16:22.555
191, throttle, 641, 14:16:22.774
192, throttle, 649, 14:16:22.996
193, throttle, 635, 14:16:23.215
194, throttle, 642, 14:16:23.436
195, throttle, 633, 14:16:23.655
196, throttle, 631, 14:16:23.875
197, throttle, 640, 14:16:24.095
198, throttle, 632, 14:16:24.319
199, throttle, 166, 14:16:24.551
200, throttle, 10, 14:16:24.782
201, throttle, 8, 14:16:25.013
202, throttle, 0, 14:16:25.246
203, throttle, 11, 14:16:25.479
204, throttle, 0, 14:16:25.711
205, throttle, 11, 14:16:25.943
206, throttle, 3, 14:16:26.177
207, throttle, 3, 14:16:26.409
208, throttle, 12, 14:16:26.641
209, throttle, 0, 14:16:26.872
210, throttle, 4, 14:16:27.105
211, throttle, 7, 14:16:27.337
212, throttle, 11, 14:16:27.570
213, throttle, 8, 14:16:27.800
214, throttle, 4, 14:16:28.034
215, throttle, 0, 14:16:28.262
216, throttle, 8, 14:16:28.497
217, throttle, 6, 14:16:28.729
218, throttle, 4, 14:16:28.962
219, throttle, 6, 14:16:29.194
220, throttle, 7, 14:16:29.427
221, throttle, 5, 14:16:29.659
222, throttle, 13, 14:16:30.054
223, throttle, 2, 14:16:30.285
224, throttle, 9, 14:16:30.517
225, throttle, 1, 14:16:30.748
226, throttle, 9, 14:16:30.981
227, throttle, 11, 14:16:31.212
228, throttle, 8, 14:16:31.443
229, throttle, 0, 14:16:31.673
230, throttle, 9, 14:16:31.905
231, throttle, 0, 14:16:32.138
232, throttle, 8, 14:16:32.371
233, throttle, 5, 14:16:32.603
234, throttle, 10, 14:16:32.836
235, throttle, 8, 14:16:33.068
236, throttle, 10, 14:16:33.301
237, throttle, 0, 14:16:33.533
238, throttle, 6, 14:16:33.765
239, throttle, 8, 14:16:33.993
240, throttle, 7, 14:16:34.226
241, throttle, 11, 14:16:34.488
242, throttle, 5, 14:16:34.719
243, throttle, 12, 14:16:34.951
244, throttle, 0, 14:16:35.182
245, throttle, 11, 14:16:35.415
246, throttle, 12, 14:16:35.647
247, throttle, 6, 14:16:35.877
248, throttle, 2, 14:16:36.109
249, throttle, 6, 14:16:36.340
250, throttle, 0, 14:16:36.572
251, throttle, 3, 14:16:36.802
252, throttle, 0, 14:16:37.044
253, throttle, 11, 14:16:37.274
254, throttle, 5, 14:16:37.506
255, throttle, 5, 14:16:37.737
256, throttle, 2, 14:16:37.968
257, throttle, 6, 14:16:38.200
258, throttle, 6, 14:16:38.432
259, throttle, 10, 14:16:38.663
260, throttle, 6, 14:16:38.895
261, throttle, 10, 14:16:39.128
262, throttle, 6, 14:16:39.358
263, throttle, 9, 14:16:39.588
264, throttle, 6, 14:16:39.819
265, throttle, 4, 14:16:40.050
266, throttle, 0, 14:16:40.507
