1, throttle, 4, 21:50:44.828
2, throttle, 4, 21:50:44.828
3, throttle, 4, 21:50:44.917
4, throttle, 4, 21:50:44.964
5, throttle, 4, 21:50:45.012
6, throttle, 4, 21:50:45.012
7, throttle, 4, 21:50:45.093
8, throttle, 4, 21:50:45.135
9, throttle, 4, 21:50:45.135
10, throttle, 4, 21:50:45.213
11, throttle, 4, 21:50:45.254
12, throttle, 4, 21:50:45.254
13, throttle, 4, 21:50:45.332
14, throttle, 4, 21:50:45.373
15, throttle, 4, 21:50:45.583
16, throttle, 4, 21:50:45.631
17, throttle, 4, 21:50:45.673
18, throttle, 4, 21:50:45.715
19, throttle, 4, 21:50:45.715
20, throttle, 4, 21:50:45.796
21, throttle, 4, 21:50:45.837
22, throttle, 4, 21:50:45.837
23, throttle, 4, 21:50:45.915
24, throttle, 4, 21:50:45.964
25, throttle, 4, 21:50:46.021
26, throttle, 4, 21:50:46.076
27, throttle, 4, 21:50:46.132
28, throttle, 4, 21:50:46.201
29, throttle, 4, 21:50:46.252
30, throttle, 4, 21:50:46.252
31, throttle, 4, 21:50:46.333
32, throttle, 4, 21:50:46.373
33, throttle, 4, 21:50:46.373
34, throttle, 4, 21:50:46.453
35, throttle, 4, 21:50:46.492
36, throttle, 4, 21:50:46.492
37, throttle, 4, 21:50:46.572
38, throttle, 4, 21:50:46.613
39, throttle, 4, 21:50:46.655
40, throttle, 4, 21:50:46.655
41, throttle, 4, 21:50:46.743
42, throttle, 4, 21:50:46.782
43, throttle, 4, 21:50:46.782
44, throttle, 4, 21:50:46.873
45, throttle, 4, 21:50:46.912
46, throttle, 4, 21:50:46.956
47, throttle, 4, 21:50:47.011
48, throttle, 4, 21:50:47.011
49, throttle, 4, 21:50:47.113
50, throttle, 4, 21:50:47.164
51, throttle, 4, 21:50:47.232
52, throttle, 4, 21:50:47.285
53, throttle, 4, 21:50:47.337
54, throttle, 4, 21:50:47.391
55, throttle, 4, 21:50:47.443
56, throttle, 4, 21:50:47.494
57, throttle, 4, 21:50:47.546
58, throttle, 4, 21:50:47.604
59, throttle, 4, 21:50:47.657
60, throttle, 4, 21:50:47.714
61, throttle, 4, 21:50:47.776
1, rpm, 11, 21:50:44.828
2, rpm, 11, 21:50:44.828
3, rpm, 11, 21:50:44.917
4, rpm, 11, 21:50:44.964
5, rpm, 11, 21:50:45.012
6, rpm, 11, 21:50:45.012
7, rpm, 11, 21:50:45.093
8, rpm, 11, 21:50:45.135
9, rpm, 11, 21:50:45.135
10, rpm, 11, 21:50:45.213
11, rpm, 11, 21:50:45.254
12, rpm, 11, 21:50:45.254
13, rpm, 11, 21:50:45.332
14, rpm, 11, 21:50:45.373
15, rpm, 11, 21:50:45.583
16, rpm, 11, 21:50:45.631
17, rpm, 11, 21:50:45.673
18, rpm, 11, 21:50:45.715
19, rpm, 11, 21:50:45.715
20, rpm, 11, 21:50:45.796
21, rpm, 11, 21:50:45.837
22, rpm, 11, 21:50:45.837
23, rpm, 11, 21:50:45.915
24, rpm, 11, 21:50:45.964
25, rpm, 11, 21:50:46.021
26, rpm, 11, 21:50:46.076
27, rpm, 11, 21:50:46.132
28, rpm, 11, 21:50:46.201
29, rpm, 11, 21:50:46.252
30, rpm, 11, 21:50:46.252
31, rpm, 11, 21:50:46.333
32, rpm, 11, 21:50:46.373
33, rpm, 11, 21:50:46.373
34, rpm, 11, 21:50:46.453
35, rpm, 11, 21:50:46.492
36, rpm, 11, 21:50:46.492
37, rpm, 11, 21:50:46.572
38, rpm, 11, 21:50:46.613
39, rpm, 11, 21:50:46.655
40, rpm, 11, 21:50:46.655
41, rpm, 11, 21:50:46.743
42, rpm, 11, 21:50:46.782
43, rpm, 11, 21:50:46.782
44, rpm, 11, 21:50:46.873
45, rpm, 11, 21:50:46.912
46, rpm, 11, 21:50:46.956
47, rpm, 11, 21:50:47.011
48, rpm, 11, 21:50:47.011
49, rpm, 11, 21:50:47.113
50, rpm, 11, 21:50:47.164
51, rpm, 11, 21:50:47.232
52, rpm, 11, 21:50:47.285
53, rpm, 11, 21:50:47.337
54, rpm, 11, 21:50:47.391
55, rpm, 11, 21:50:47.443
56, rpm, 11, 21:50:47.494
57, rpm, 11, 21:50:47.546
58, rpm, 11, 21:50:47.604
59, rpm, 11, 21:50:47.657
60, rpm, 11, 21:50:47.714
61, rpm, 11, 21:50:47.776
1, current, -0.03, 21:50:44.828
2, current, -0.03, 21:50:44.828
3, current, -0.03, 21:50:44.917
4, current, 0.01, 21:50:44.964
5, current, 0.04, 21:50:45.012
6, current, 0.04, 21:50:45.012
7, current, 0.06, 21:50:45.093
8, current, 0.1, 21:50:45.135
9, current, 0.1, 21:50:45.135
10, current, 0, 21:50:45.213
11, current, -0.02, 21:50:45.254
12, current, -0.02, 21:50:45.254
13, current, -0.02, 21:50:45.332
14, current, -0.02, 21:50:45.373
15, current, -0.05, 21:50:45.583
16, current, -0.05, 21:50:45.631
17, current, -0.04, 21:50:45.673
18, current, 0, 21:50:45.715
19, current, 0, 21:50:45.715
20, current, -0.04, 21:50:45.796
21, current, -0.02, 21:50:45.837
22, current, -0.02, 21:50:45.837
23, current, -0.04, 21:50:45.915
24, current, -0.03, 21:50:45.964
25, current, -0.06, 21:50:46.021
26, current, -0.06, 21:50:46.076
27, current, -0.07, 21:50:46.132
28, current, -0.07, 21:50:46.201
29, current, -0.07, 21:50:46.252
30, current, -0.07, 21:50:46.252
31, current, -0.05, 21:50:46.333
32, current, -0.04, 21:50:46.373
33, current, -0.04, 21:50:46.373
34, current, -0.06, 21:50:46.453
35, current, -0.04, 21:50:46.492
36, current, -0.04, 21:50:46.492
37, current, -0.05, 21:50:46.572
38, current, -0.04, 21:50:46.613
39, current, -0.02, 21:50:46.655
40, current, -0.02, 21:50:46.655
41, current, -0.06, 21:50:46.743
42, current, -0.04, 21:50:46.782
43, current, -0.04, 21:50:46.782
44, current, -0.05, 21:50:46.873
45, current, -0.06, 21:50:46.912
46, current, -0.04, 21:50:46.956
47, current, -0.08, 21:50:47.011
48, current, -0.08, 21:50:47.011
49, current, -0.08, 21:50:47.113
50, current, -0.08, 21:50:47.164
51, current, -0.07, 21:50:47.232
