1, throttle, -1, 16:46:55.014
2, throttle, -1, 16:46:55.063
3, throttle, -1, 16:46:55.113
4, throttle, -1, 16:46:55.163
5, throttle, -1, 16:46:55.214
6, throttle, -1, 16:46:55.256
7, throttle, -1, 16:46:55.302
8, throttle, -1, 16:46:55.343
9, throttle, -1, 16:46:55.382
10, throttle, -1, 16:46:55.423
11, throttle, -1, 16:46:55.463
12, throttle, -1, 16:46:55.502
13, throttle, -1, 16:46:55.542
14, throttle, -1, 16:46:55.586
15, throttle, -1, 16:46:55.629
16, throttle, -1, 16:46:55.673
17, throttle, -1, 16:46:55.713
18, throttle, -1, 16:46:55.753
19, throttle, -1, 16:46:55.793
20, throttle, -1, 16:46:55.840
21, throttle, -1, 16:46:55.882
22, throttle, -1, 16:46:55.933
23, throttle, -1, 16:46:55.972
24, throttle, -1, 16:46:56.013
25, throttle, -1, 16:46:56.058
26, throttle, -1, 16:46:56.103
27, throttle, -1, 16:46:56.160
28, throttle, -1, 16:46:56.219
29, throttle, -1, 16:46:56.275
30, throttle, -1, 16:46:56.343
31, throttle, -1, 16:46:56.401
32, throttle, -1, 16:46:56.461
33, throttle, -1, 16:46:56.523
34, throttle, -1, 16:46:56.584
35, throttle, -1, 16:46:56.654
36, throttle, -1, 16:46:56.718
37, throttle, -1, 16:46:56.775
38, throttle, -1, 16:46:56.833
39, throttle, -1, 16:46:56.893
40, throttle, -1, 16:46:56.953
41, throttle, -1, 16:46:57.012
42, throttle, -1, 16:46:57.070
43, throttle, -1, 16:46:57.125
44, throttle, -1, 16:46:57.193
45, throttle, -1, 16:46:57.252
46, throttle, -1, 16:46:57.320
47, throttle, -1, 16:46:57.400
48, throttle, -1, 16:46:57.456
49, throttle, -1, 16:46:57.511
50, throttle, -1, 16:46:57.561
51, throttle, -1, 16:46:57.605
52, throttle, -1, 16:46:57.645
53, throttle, -1, 16:46:57.687
54, throttle, -1, 16:46:57.733
55, throttle, -1, 16:46:57.780
56, throttle, -1, 16:46:57.825
57, throttle, -1, 16:46:57.869
58, throttle, -1, 16:46:57.914
59, throttle, -1, 16:46:57.963
60, throttle, -1, 16:46:58.009
61, throttle, -1, 16:46:58.053
62, throttle, -1, 16:46:58.104
63, throttle, -1, 16:46:58.156
64, throttle, -1, 16:46:58.214
65, throttle, -1, 16:46:58.272
66, throttle, -1, 16:46:58.330
67, throttle, -1, 16:46:58.387
68, throttle, -1, 16:46:58.443
69, throttle, -1, 16:46:58.502
70, throttle, -1, 16:46:58.563
71, throttle, -1, 16:46:58.621
1, rpm, 14, 16:46:55.014
2, rpm, 14, 16:46:55.063
3, rpm, 14, 16:46:55.113
4, rpm, 14, 16:46:55.163
5, rpm, 14, 16:46:55.214
6, rpm, 14, 16:46:55.256
7, rpm, 14, 16:46:55.302
8, rpm, 14, 16:46:55.343
9, rpm, 14, 16:46:55.382
10, rpm, 14, 16:46:55.423
11, rpm, 14, 16:46:55.463
12, rpm, 14, 16:46:55.502
13, rpm, 14, 16:46:55.542
14, rpm, 14, 16:46:55.586
15, rpm, 14, 16:46:55.629
16, rpm, 14, 16:46:55.673
17, rpm, 14, 16:46:55.713
18, rpm, 14, 16:46:55.753
19, rpm, 14, 16:46:55.793
20, rpm, 14, 16:46:55.840
21, rpm, 14, 16:46:55.882
22, rpm, 14, 16:46:55.933
23, rpm, 14, 16:46:55.972
24, rpm, 14, 16:46:56.013
25, rpm, 14, 16:46:56.058
26, rpm, 14, 16:46:56.103
27, rpm, 14, 16:46:56.160
28, rpm, 14, 16:46:56.219
29, rpm, 14, 16:46:56.275
30, rpm, 14, 16:46:56.343
31, rpm, 14, 16:46:56.401
32, rpm, 14, 16:46:56.461
33, rpm, 14, 16:46:56.523
34, rpm, 14, 16:46:56.584
35, rpm, 14, 16:46:56.654
36, rpm, 14, 16:46:56.718
37, rpm, 14, 16:46:56.775
38, rpm, 14, 16:46:56.833
39, rpm, 14, 16:46:56.893
40, rpm, 14, 16:46:56.953
41, rpm, 14, 16:46:57.012
42, rpm, 14, 16:46:57.070
43, rpm, 14, 16:46:57.125
44, rpm, 14, 16:46:57.193
45, rpm, 14, 16:46:57.252
46, rpm, 14, 16:46:57.320
47, rpm, 14, 16:46:57.400
48, rpm, 14, 16:46:57.456
49, rpm, 14, 16:46:57.511
50, rpm, 14, 16:46:57.561
51, rpm, 14, 16:46:57.605
52, rpm, 14, 16:46:57.645
53, rpm, 14, 16:46:57.687
54, rpm, 14, 16:46:57.733
55, rpm, 14, 16:46:57.780
56, rpm, 14, 16:46:57.825
57, rpm, 14, 16:46:57.869
58, rpm, 14, 16:46:57.914
59, rpm, 14, 16:46:57.963
60, rpm, 14, 16:46:58.009
61, rpm, 14, 16:46:58.053
62, rpm, 14, 16:46:58.104
63, rpm, 14, 16:46:58.156
64, rpm, 14, 16:46:58.214
65, rpm, 14, 16:46:58.272
66, rpm, 14, 16:46:58.330
67, rpm, 14, 16:46:58.387
68, rpm, 14, 16:46:58.443
69, rpm, 14, 16:46:58.502
70, rpm, 14, 16:46:58.563
71, rpm, 14, 16:46:58.621
1, current, -1, 16:46:55.014
2, current, -1, 16:46:55.063
3, current, -1, 16:46:55.113
4, current, -1, 16:46:55.163
5, current, -1, 16:46:55.214
6, current, -1, 16:46:55.256
7, current, -1, 16:46:55.302
8, current, -1, 16:46:55.343
9, current, -1, 16:46:55.382
10, current, -1, 16:46:55.423
11, current, -1, 16:46:55.463
12, current, -1, 16:46:55.502
13, current, -1, 16:46:55.542
14, current, -1, 16:46:55.586
15, current, -1, 16:46:55.629
16, current, -1, 16:46:55.673
17, current, -1, 16:46:55.713
18, current, -1, 16:46:55.753
19, current, -1, 16:46:55.793
20, current, -1, 16:46:55.840
21, current, -1, 16:46:55.882
22, current, -1, 16:46:55.933
23, current, -1, 16:46:55.972
24, current, -1, 16:46:56.013
25, current, -1, 16:46:56.058
26, current, -1, 16:46:56.103
27, current, -1, 16:46:56.160
28, current, -1, 16:46:56.219
29, current, -1, 16:46:56.275
30, current, -1, 16:46:56.343
31, current, -1, 16:46:56.401
32, current, -1, 16:46:56.461
33, current, -1, 16:46:56.523
34, current, -1, 16:46:56.584
35, current, -1, 16:46:56.654
36, current, -1, 16:46:56.718
37, current, -1, 16:46:56.775
38, current, -1, 16:46:56.833
39, current, -1, 16:46:56.893
40, current, -1, 16:46:56.953
41, current, -1, 16:46:57.012
42, current, -1, 16:46:57.070
43, current, -1, 16:46:57.125
44, current, -1, 16:46:57.193
45, current, -1, 16:46:57.252
46, current, -1, 16:46:57.320
47, current, -1, 16:46:57.400
48, current, -1, 16:46:57.456
49, current, -1, 16:46:57.511
50, current, -1, 16:46:57.561
51, current, -1, 16:46:57.605
52, current, -1, 16:46:57.645
53, current, -1, 16:46:57.687
54, current, -1, 16:46:57.733
55, current, -1, 16:46:57.780
56, current, -1, 16:46:57.825
57, current, -1, 16:46:57.869
58, current, -1, 16:46:57.914
59, current, -1, 16:46:57.963
60, current, -1, 16:46:58.009
61, current, -1, 16:46:58.053
62, current, -1, 16:46:58.104
63, current, -1, 16:46:58.156
64, current, -1, 16:46:58.214
65, current, -1, 16:46:58.272
66, current, -1, 16:46:58.330
67, current, -1, 16:46:58.387
68, current, -1, 16:46:58.443
69, current, -1, 16:46:58.502
70, current, -1, 16:46:58.563
71, current, -1, 16:46:58.621
1, votlage, -1, 16:46:55.014
2, votlage, -1, 16:46:55.063
3, votlage, -1, 16:46:55.113
4, votlage, -1, 16:46:55.163
5, votlage, -1, 16:46:55.214
6, votlage, -1, 16:46:55.256
7, votlage, -1, 16:46:55.302
8, votlage, -1, 16:46:55.343
9, votlage, -1, 16:46:55.382
10, votlage, -1, 16:46:55.423
11, votlage, -1, 16:46:55.463
12, votlage, -1, 16:46:55.502
13, votlage, -1, 16:46:55.542
14, votlage, -1, 16:46:55.586
15, votlage, -1, 16:46:55.629
16, votlage, -1, 16:46:55.673
17, votlage, -1, 16:46:55.713
18, votlage, -1, 16:46:55.753
19, votlage, -1, 16:46:55.793
20, votlage, -1, 16:46:55.840
21, votlage, -1, 16:46:55.882
22, votlage, -1, 16:46:55.933
23, votlage, -1, 16:46:55.972
24, votlage, -1, 16:46:56.013
25, votlage, -1, 16:46:56.058
26, votlage, -1, 16:46:56.103
27, votlage, -1, 16:46:56.160
28, votlage, -1, 16:46:56.219
29, votlage, -1, 16:46:56.275
30, votlage, -1, 16:46:56.343
31, votlage, -1, 16:46:56.401
32, votlage, -1, 16:46:56.461
33, votlage, -1, 16:46:56.523
34, votlage, -1, 16:46:56.584
35, votlage, -1, 16:46:56.654
36, votlage, -1, 16:46:56.718
37, votlage, -1, 16:46:56.775
38, votlage, -1, 16:46:56.833
39, votlage, -1, 16:46:56.893
40, votlage, -1, 16:46:56.953
41, votlage, -1, 16:46:57.012
42, votlage, -1, 16:46:57.070
43, votlage, -1, 16:46:57.125
44, votlage, -1, 16:46:57.193
45, votlage, -1, 16:46:57.252
46, votlage, -1, 16:46:57.320
47, votlage, -1, 16:46:57.400
48, votlage, -1, 16:46:57.456
49, votlage, -1, 16:46:57.511
50, votlage, -1, 16:46:57.561
51, votlage, -1, 16:46:57.605
52, votlage, -1, 16:46:57.645
53, votlage, -1, 16:46:57.687
54, votlage, -1, 16:46:57.733
55, votlage, -1, 16:46:57.780
56, votlage, -1, 16:46:57.825
57, votlage, -1, 16:46:57.869
58, votlage, -1, 16:46:57.914
59, votlage, -1, 16:46:57.963
60, votlage, -1, 16:46:58.009
61, votlage, -1, 16:46:58.053
62, votlage, -1, 16:46:58.104
63, votlage, -1, 16:46:58.156
64, votlage, -1, 16:46:58.214
65, votlage, -1, 16:46:58.272
66, votlage, -1, 16:46:58.330
67, votlage, -1, 16:46:58.387
68, votlage, -1, 16:46:58.443
69, votlage, -1, 16:46:58.502
70, votlage, -1, 16:46:58.563
71, votlage, -1, 16:46:58.621
1, 00422.571871, 5159.968427, 0.0, 16:46:55.014
2, 00422.571872, 5159.968427, 0.0, 16:46:55.063
3, 00422.571873, 5159.968427, 0.0, 16:46:55.113
4, 00422.571875, 5159.968428, 0.0, 16:46:55.163
5, 00422.571875, 5159.968428, 0.0, 16:46:55.214
6, 00422.571875, 5159.968428, 0.0, 16:46:55.256
7, 00422.571875, 5159.968428, 0.0, 16:46:55.302
8, 00422.571875, 5159.968428, 0.0, 16:46:55.343
9, 00422.571875, 5159.968428, 0.0, 16:46:55.382
10, 00422.571875, 5159.968428, 0.0, 16:46:55.423
11, 00422.571875, 5159.968428, 0.0, 16:46:55.463
12, 00422.571875, 5159.968428, 0.0, 16:46:55.502
13, 00422.571875, 5159.968428, 0.0, 16:46:55.542
14, 00422.571875, 5159.968428, 0.0, 16:46:55.586
15, 00422.571875, 5159.968428, 0.0, 16:46:55.629
16, 00422.571875, 5159.968428, 0.0, 16:46:55.673
17, 00422.571875, 5159.968428, 0.0, 16:46:55.713
18, 00422.571875, 5159.968428, 0.0, 16:46:55.753
19, 00422.571875, 5159.968428, 0.0, 16:46:55.793
20, 00422.571875, 5159.968428, 0.0, 16:46:55.840
21, 00422.571877, 5159.968428, 0.0, 16:46:55.882
22, 00422.571877, 5159.968428, 0.0, 16:46:55.933
23, 00422.571877, 5159.968428, 0.0, 16:46:55.972
24, 00422.571877, 5159.968428, 0.0, 16:46:56.013
25, 00422.571877, 5159.968428, 0.0, 16:46:56.058
26, 00422.571877, 5159.968428, 0.0, 16:46:56.103
27, 00422.571877, 5159.968428, 0.0, 16:46:56.160
28, 00422.571877, 5159.968428, 0.0, 16:46:56.219
29, 00422.571877, 5159.968428, 0.0, 16:46:56.275
30, 00422.571877, 5159.968428, 0.0, 16:46:56.343
31, 00422.571877, 5159.968428, 0.0, 16:46:56.401
