1, throttle, 36, -1
2, throttle, 9, -1
3, throttle, 86, -1
4, throttle, 67, -1
5, throttle, 31, -1
6, throttle, 20, -1
7, throttle, 79, -1
8, throttle, 10, -1
9, throttle, 91, -1
10, throttle, 88, -1
11, throttle, 94, -1
1, rpm, 296, -1
2, rpm, 298, -1
3, rpm, 292, -1
4, rpm, 17, -1
5, rpm, 237, -1
6, rpm, 413, -1
7, rpm, 363, -1
8, rpm, 181, -1
9, rpm, 261, -1
10, rpm, 386, -1
11, rpm, 250, -1
1, current, 13.8817114673336, -1
2, current, 5.99989405839402, -1
3, current, 9.36780919436793, -1
4, current, 4.8301782281085, -1
5, current, 18.0626846609516, -1
6, current, 9.61627758483584, -1
7, current, 6.24596350570374, -1
8, current, 7.88442777272144, -1
9, current, 18.412123191933, -1
10, current, 7.90825907540418, -1
11, current, 15.308441615167, -1
1, votlage, 6.96259043621859, -1
2, votlage, 7.25820043246168, -1
3, votlage, 7.75599275366887, -1
4, votlage, 10.0378044360696, -1
5, votlage, 12.2397498944001, -1
6, votlage, 18.2132087069754, -1
7, votlage, 0.0645194028120133, -1
8, votlage, 12.6072590890949, -1
9, votlage, 11.5603604885812, -1
10, votlage, 5.19337447083378, -1
