Throttle:
1, throttle, -1, -1
2, throttle, -1, -1
3, throttle, 19, 19:08:20.933
4, throttle, 0, 19:08:21.320
5, throttle, 10, 19:08:21.660
6, throttle, 15, 19:08:22.003
7, throttle, 8, 19:08:22.362
8, throttle, 0, 19:08:22.728
9, throttle, 8, 19:08:23.103
10, throttle, 11, 19:08:23.477
11, throttle, 1, 19:08:23.870
12, throttle, 13, 19:08:24.241
13, throttle, 7, 19:08:24.612
14, throttle, 10, 19:08:24.985
15, throttle, 10, 19:08:25.382
16, throttle, 7, 19:08:25.755
17, throttle, 11, 19:08:26.126
18, throttle, 10, 19:08:26.801
19, throttle, 3, 19:08:27.148
20, throttle, 3, 19:08:27.495
21, throttle, 6, 19:08:27.875
22, throttle, 5, 19:08:28.271
23, throttle, 6, 19:08:28.649
24, throttle, 6, 19:08:29.025
25, throttle, 9, 19:08:29.404
26, throttle, 6, 19:08:29.780
27, throttle, 19, 19:08:30.150
28, throttle, 8, 19:08:30.789
29, throttle, 1, 19:08:31.132
30, throttle, 5, 19:08:31.485
31, throttle, 12, 19:08:31.833
32, throttle, 14, 19:08:32.175
33, throttle, 16, 19:08:32.525
34, throttle, 7, 19:08:32.917
35, throttle, 18, 19:08:33.435
36, throttle, 19, 19:08:33.774
37, throttle, 1, 19:08:34.124
38, throttle, 8, 19:08:34.498
39, throttle, 6, 19:08:34.841
40, throttle, 12, 19:08:35.182
41, throttle, 4, 19:08:35.528
42, throttle, 14, 19:08:35.869
43, throttle, 8, 19:08:36.221
44, throttle, 14, 19:08:36.562
45, throttle, 18, 19:08:37.016
46, throttle, 1, 19:08:37.364
47, throttle, 17, 19:08:37.727
48, throttle, 12, 19:08:38.106
49, throttle, 3, 19:08:38.500
50, throttle, 12, 19:08:38.876
51, throttle, 12, 19:08:39.440
52, throttle, 15, 19:08:39.784
53, throttle, 0, 19:08:40.155
54, throttle, 1, 19:08:40.498
55, throttle, 1, 19:08:41.018
56, throttle, 6, 19:08:41.417
57, throttle, 6, 19:08:41.857
58, throttle, 6, 19:08:42.299
59, throttle, 5, 19:08:42.672
60, throttle, 16, 19:08:43.053
61, throttle, 9, 19:08:43.531
62, throttle, 4, 19:08:43.955
63, throttle, 6, 19:08:44.377
64, throttle, 8, 19:08:44.806
65, throttle, 8, 19:08:45.230
66, throttle, 1, 19:08:45.621
67, throttle, 11, 19:08:45.999
68, throttle, 1, 19:08:46.550
69, throttle, 10, 19:08:46.895
70, throttle, 11, 19:08:47.243
71, throttle, 9, 19:08:47.589
72, throttle, 7, 19:08:47.959
73, throttle, 4, 19:08:48.338
74, throttle, 12, 19:08:48.711
75, throttle, 2, 19:08:49.085
