1, throttle, 0.1, 18:00:05.606
2, throttle, 0.19, 18:00:05.646
3, throttle, 0.3, 18:00:05.690
4, throttle, 0.08, 18:00:05.736
5, throttle, 0.05, 18:00:05.779
6, throttle, 0.04, 18:00:05.818
7, throttle, 1.06, 18:00:05.870
8, throttle, 2.53, 18:00:05.920
9, throttle, 3.04, 18:00:05.971
10, throttle, 3.16, 18:00:06.022
11, throttle, 3.25, 18:00:06.072
12, throttle, 1.72, 18:00:06.123
13, throttle, 0.3, 18:00:06.177
14, throttle, 0.21, 18:00:06.228
15, throttle, 0.25, 18:00:06.279
16, throttle, 0.2, 18:00:06.330
17, throttle, 0.17, 18:00:06.379
18, throttle, 0.14, 18:00:06.428
19, throttle, 0.28, 18:00:06.479
20, throttle, 0.23, 18:00:06.542
21, throttle, 0.05, 18:00:06.592
22, throttle, 0.04, 18:00:06.642
23, throttle, 1.21, 18:00:06.692
24, throttle, 2.89, 18:00:06.742
25, throttle, 3.18, 18:00:06.793
26, throttle, 3.3, 18:00:06.843
27, throttle, 3.12, 18:00:06.893
28, throttle, 2.3, 18:00:06.943
29, throttle, 0.79, 18:00:06.993
30, throttle, 0.19, 18:00:07.047
31, throttle, 0.21, 18:00:07.097
32, throttle, 0.22, 18:00:07.146
33, throttle, 0.16, 18:00:07.198
34, throttle, 0.11, 18:00:07.261
35, throttle, 0.31, 18:00:07.317
36, throttle, 0.22, 18:00:07.370
37, throttle, 0.11, 18:00:07.420
38, throttle, 0.03, 18:00:07.470
39, throttle, 0.38, 18:00:07.521
40, throttle, 2, 18:00:07.572
41, throttle, 2.92, 18:00:07.623
42, throttle, 3.19, 18:00:07.679
43, throttle, 3.21, 18:00:07.729
44, throttle, 2.66, 18:00:07.791
45, throttle, 0.53, 18:00:07.848
46, throttle, 0.23, 18:00:07.901
47, throttle, 0.21, 18:00:07.968
48, throttle, 0.23, 18:00:08.024
49, throttle, 0.09, 18:00:08.080
50, throttle, 0.37, 18:00:08.132
51, throttle, 0.33, 18:00:08.188
52, throttle, 0.08, 18:00:08.240
53, throttle, 0.04, 18:00:08.297
54, throttle, 1, 18:00:08.350
55, throttle, 2.07, 18:00:08.402
56, throttle, 2.93, 18:00:08.458
57, throttle, 3.16, 18:00:08.611
58, throttle, 0.47, 18:00:08.678
59, throttle, 0.18, 18:00:08.732
60, throttle, 0.17, 18:00:08.783
61, throttle, 0.24, 18:00:08.837
62, throttle, 0.28, 18:00:08.888
63, throttle, 0.08, 18:00:08.939
64, throttle, 0.33, 18:00:08.989
65, throttle, 0.09, 18:00:09.040
66, throttle, 0.05, 18:00:09.091
67, throttle, 0.05, 18:00:09.142
68, throttle, 0.95, 18:00:09.193
69, throttle, 2.43, 18:00:09.247
70, throttle, 2.92, 18:00:09.297
71, throttle, 3.01, 18:00:09.346
72, throttle, 3.18, 18:00:09.408
73, throttle, 2.11, 18:00:09.459
74, throttle, 0.57, 18:00:09.510
75, throttle, 0.09, 18:00:09.572
76, throttle, 0.22, 18:00:09.627
77, throttle, 0.21, 18:00:09.679
78, throttle, 0.13, 18:00:09.743
79, throttle, 0.23, 18:00:09.789
80, throttle, 0.38, 18:00:09.829
81, throttle, 0.15, 18:00:09.868
82, throttle, 0.13, 18:00:09.908
83, throttle, 0.03, 18:00:09.946
84, throttle, 0.06, 18:00:09.983
85, throttle, 1, 18:00:10.020
86, throttle, 2.06, 18:00:10.059
87, throttle, 2.85, 18:00:10.103
88, throttle, 2.94, 18:00:10.141
89, throttle, 3.15, 18:00:10.179
90, throttle, 3.02, 18:00:10.216
91, throttle, 2.92, 18:00:10.256
92, throttle, 1.86, 18:00:10.293
93, throttle, 0.62, 18:00:10.336
94, throttle, 0.23, 18:00:10.376
95, throttle, 0.14, 18:00:10.417
96, throttle, 0.31, 18:00:10.459
97, throttle, 0.15, 18:00:10.503
98, throttle, 0.19, 18:00:10.552
99, throttle, 0.11, 18:00:10.602
100, throttle, 0.24, 18:00:10.662
101, throttle, 0.26, 18:00:10.713
102, throttle, 0.04, 18:00:10.769
103, throttle, 0.05, 18:00:10.830
104, throttle, 1.66, 18:00:10.879
105, throttle, 2.56, 18:00:10.930
106, throttle, 3.01, 18:00:10.982
107, throttle, 3.23, 18:00:11.032
108, throttle, 3.08, 18:00:11.082
109, throttle, 2.37, 18:00:11.132
110, throttle, 0.15, 18:00:11.182
111, throttle, 0.13, 18:00:11.231
112, throttle, 0.15, 18:00:11.280
113, throttle, 0.21, 18:00:11.332
114, throttle, 0.13, 18:00:11.382
115, throttle, 0.05, 18:00:11.432
116, throttle, 0.27, 18:00:11.482
117, throttle, 0.34, 18:00:11.543
118, throttle, 0.06, 18:00:11.597
119, throttle, 0.03, 18:00:11.643
120, throttle, 0.87, 18:00:11.699
121, throttle, 2.67, 18:00:11.749
122, throttle, 3.1, 18:00:11.799
123, throttle, 3.3, 18:00:11.850
124, throttle, 3.18, 18:00:11.901
125, throttle, 2.87, 18:00:11.950
126, throttle, 0.58, 18:00:12.000
127, throttle, 0.34, 18:00:12.053
128, throttle, 0.2, 18:00:12.103
129, throttle, 0.16, 18:00:12.153
130, throttle, 0.23, 18:00:12.203
131, throttle, 0.12, 18:00:12.268
132, throttle, 0.25, 18:00:12.318
133, throttle, 0.19, 18:00:12.370
134, throttle, 0.08, 18:00:12.420
135, throttle, 0.04, 18:00:12.470
136, throttle, 1.33, 18:00:12.520
137, throttle, 2.57, 18:00:12.569
138, throttle, 2.92, 18:00:12.619
139, throttle, 3.16, 18:00:12.669
140, throttle, 2.94, 18:00:12.732
141, throttle, 1.82, 18:00:12.782
142, throttle, 0.25, 18:00:12.837
143, throttle, 0.21, 18:00:12.979
144, throttle, 0.2, 18:00:13.042
145, throttle, 0.09, 18:00:13.092
146, throttle, 0.31, 18:00:13.142
147, throttle, 0.26, 18:00:13.197
148, throttle, 0.03, 18:00:13.248
149, throttle, 0.06, 18:00:13.299
150, throttle, 1.1, 18:00:13.350
151, throttle, 2.55, 18:00:13.399
152, throttle, 2.91, 18:00:13.450
153, throttle, 2.99, 18:00:13.501
154, throttle, 3.25, 18:00:13.552
155, throttle, 2.57, 18:00:13.602
156, throttle, 0.42, 18:00:13.652
157, throttle, 0.27, 18:00:13.702
158, throttle, 0.21, 18:00:13.763
159, throttle, 0.25, 18:00:13.813
160, throttle, 0.24, 18:00:13.867
161, throttle, 0.1, 18:00:13.918
162, throttle, 0.21, 18:00:13.968
163, throttle, 0.16, 18:00:14.018
164, throttle, 0.1, 18:00:14.068
165, throttle, 0.02, 18:00:14.118
166, throttle, 0.32, 18:00:14.166
167, throttle, 1.54, 18:00:14.223
168, throttle, 2.85, 18:00:14.273
169, throttle, 3.23, 18:00:14.327
170, throttle, 3.03, 18:00:14.376
171, throttle, 3.18, 18:00:14.423
172, throttle, 0.95, 18:00:14.487
173, throttle, 0.21, 18:00:14.538
174, throttle, 0.1, 18:00:14.588
175, throttle, 0.2, 18:00:14.638
176, throttle, 0.25, 18:00:14.687
177, throttle, 0.09, 18:00:14.737
178, throttle, 0.27, 18:00:14.787
179, throttle, 0.25, 18:00:14.837
180, throttle, 0.1, 18:00:14.890
181, throttle, 0.01, 18:00:14.940
182, throttle, 0.39, 18:00:14.990
183, throttle, 2.1, 18:00:15.039
184, throttle, 2.86, 18:00:15.088
185, throttle, 2.94, 18:00:15.140
186, throttle, 3.3, 18:00:15.208
187, throttle, 2.39, 18:00:15.252
188, throttle, 0.72, 18:00:15.291
189, throttle, 0.34, 18:00:15.330
190, throttle, 0.23, 18:00:15.369
191, throttle, 0.3, 18:00:15.410
192, throttle, 0.17, 18:00:15.450
193, throttle, 0.2, 18:00:15.490
194, throttle, 0.13, 18:00:15.529
195, throttle, 0.17, 18:00:15.568
196, throttle, 0.27, 18:00:15.682
197, throttle, 0.05, 18:00:15.720
198, throttle, 0.03, 18:00:15.758
199, throttle, 0.54, 18:00:15.801
200, throttle, 1.65, 18:00:15.840
201, throttle, 2.6, 18:00:15.889
202, throttle, 2.95, 18:00:15.928
203, throttle, 3.2, 18:00:15.981
204, throttle, 3.13, 18:00:16.033
205, throttle, 2.48, 18:00:16.088
206, throttle, 0.53, 18:00:16.142
207, throttle, 0.28, 18:00:16.198
208, throttle, 0.23, 18:00:16.250
209, throttle, 0.11, 18:00:16.301
210, throttle, 0.07, 18:00:16.359
211, throttle, 0.08, 18:00:16.410
212, throttle, 0.3, 18:00:16.458
213, throttle, 0.24, 18:00:16.512
214, throttle, 0.05, 18:00:16.561
215, throttle, 0.05, 18:00:16.624
216, throttle, 0.56, 18:00:16.674
217, throttle, 2.1, 18:00:16.723
218, throttle, 2.8, 18:00:16.772
219, throttle, 3.1, 18:00:16.823
220, throttle, 3.16, 18:00:16.872
221, throttle, 3.2, 18:00:17.039
222, throttle, 0.26, 18:00:17.088
223, throttle, 0.14, 18:00:17.138
224, throttle, 0.14, 18:00:17.187
225, throttle, 0.09, 18:00:17.233
226, throttle, 0.07, 18:00:17.289
227, throttle, 0.08, 18:00:17.351
228, throttle, 0.12, 18:00:17.401
229, throttle, 0.03, 18:00:17.709
230, throttle, 3.16, 18:00:17.841
231, throttle, 0.16, 18:00:17.970
232, throttle, 0.16, 18:00:18.096
233, throttle, 0.26, 18:00:18.160
234, throttle, 0.17, 18:00:18.222
235, throttle, 0.04, 18:00:18.279
236, throttle, 0.1, 18:00:18.320
237, throttle, 1.44, 18:00:18.359
238, throttle, 2.53, 18:00:18.404
239, throttle, 2.8, 18:00:18.443
240, throttle, 3.11, 18:00:18.483
241, throttle, 3.06, 18:00:18.528
242, throttle, 2.97, 18:00:18.570
243, throttle, 1.97, 18:00:18.610
244, throttle, 0.46, 18:00:18.648
245, throttle, 0.22, 18:00:18.689
246, throttle, 0.21, 18:00:18.727
247, throttle, 0.18, 18:00:18.771
248, throttle, 0.16, 18:00:18.810
249, throttle, 0.31, 18:00:18.858
250, throttle, 0.11, 18:00:18.901
251, throttle, 0.27, 18:00:18.940
252, throttle, 0.2, 18:00:18.978
253, throttle, 0.21, 18:00:19.032
254, throttle, 0.04, 18:00:19.089
255, throttle, 0.08, 18:00:19.143
256, throttle, 1.21, 18:00:19.198
257, throttle, 2.68, 18:00:19.252
258, throttle, 3.08, 18:00:19.304
259, throttle, 3.3, 18:00:19.359
260, throttle, 3.17, 18:00:19.411
261, throttle, 1.86, 18:00:19.469
262, throttle, 0.19, 18:00:19.521
263, throttle, 0.17, 18:00:19.591
264, throttle, 0.19, 18:00:19.629
265, throttle, 0.21, 18:00:19.669
266, throttle, 0.09, 18:00:19.707
267, throttle, 0.09, 18:00:19.750
268, throttle, 0.2, 18:00:19.790
269, throttle, 0.28, 18:00:19.829
270, throttle, 0.17, 18:00:19.867
271, throttle, 0.09, 18:00:19.908
272, throttle, 0.03, 18:00:19.947
273, throttle, 0.11, 18:00:19.990
274, throttle, 1.75, 18:00:20.031
275, throttle, 2.86, 18:00:20.070
276, throttle, 3, 18:00:20.110
277, throttle, 3.12, 18:00:20.149
278, throttle, 3.21, 18:00:20.189
279, throttle, 3.29, 18:00:20.227
280, throttle, 1.85, 18:00:20.272
281, throttle, 0.42, 18:00:20.323
282, throttle, 0.17, 18:00:20.378
283, throttle, 0.32, 18:00:20.431
284, throttle, 0.15, 18:00:20.483
285, throttle, 0.14, 18:00:20.549
286, throttle, 0.09, 18:00:20.601
287, throttle, 0.25, 18:00:20.655
288, throttle, 0.06, 18:00:20.711
289, throttle, 0.04, 18:00:20.764
290, throttle, 0.03, 18:00:20.820
291, throttle, 1.55, 18:00:20.873
292, throttle, 2.77, 18:00:20.928
293, throttle, 2.88, 18:00:20.998
294, throttle, 3.15, 18:00:21.041
295, throttle, 3.1, 18:00:21.080
296, throttle, 1.88, 18:00:21.121
297, throttle, 0.25, 18:00:21.160
298, throttle, 0.28, 18:00:21.199
299, throttle, 0.24, 18:00:21.237
300, throttle, 0.2, 18:00:21.278
301, throttle, 0.2, 18:00:21.319
302, throttle, 0.12, 18:00:21.360
303, throttle, 0.06, 18:00:21.399
304, throttle, 0.33, 18:00:21.442
305, throttle, 0.2, 18:00:21.480
306, throttle, 0.22, 18:00:21.518
307, throttle, 0.1, 18:00:21.556
308, throttle, 0.04, 18:00:21.600
309, throttle, 0.04, 18:00:21.642
310, throttle, 0.5, 18:00:21.690
311, throttle, 2.18, 18:00:21.739
312, throttle, 2.86, 18:00:21.793
313, throttle, 3.16, 18:00:21.847
314, throttle, 3.2, 18:00:21.900
315, throttle, 3.03, 18:00:21.959
316, throttle, 0.35, 18:00:22.010
317, throttle, 0.13, 18:00:22.147
318, throttle, 0.19, 18:00:22.198
319, throttle, 0.11, 18:00:22.250
320, throttle, 0.19, 18:00:22.301
321, throttle, 0.19, 18:00:22.352
322, throttle, 0.16, 18:00:22.418
323, throttle, 0.02, 18:00:22.469
324, throttle, 0.58, 18:00:22.523
325, throttle, 1.54, 18:00:22.577
326, throttle, 2.86, 18:00:22.629
327, throttle, 3.27, 18:00:22.690
328, throttle, 3.25, 18:00:22.742
329, throttle, 2.55, 18:00:22.798
330, throttle, 1.08, 18:00:22.848
331, throttle, 0.26, 18:00:22.900
332, throttle, 0.25, 18:00:22.952
333, throttle, 0.26, 18:00:23.007
334, throttle, 0.31, 18:00:23.058
335, throttle, 0.08, 18:00:23.126
336, throttle, 0.31, 18:00:23.167
337, throttle, 0.26, 18:00:23.207
338, throttle, 0.15, 18:00:23.249
339, throttle, 0.02, 18:00:23.287
340, throttle, 0.01, 18:00:23.329
341, throttle, 0.99, 18:00:23.369
342, throttle, 1.93, 18:00:23.407
343, throttle, 2.85, 18:00:23.447
344, throttle, 2.9, 18:00:23.487
345, throttle, 3.12, 18:00:23.527
346, throttle, 3.18, 18:00:23.569
347, throttle, 2.99, 18:00:23.608
348, throttle, 1.75, 18:00:23.648
349, throttle, 0.57, 18:00:23.687
350, throttle, 0.33, 18:00:23.727
351, throttle, 0.16, 18:00:23.768
352, throttle, 0.15, 18:00:23.812
353, throttle, 0.24, 18:00:23.863
354, throttle, 0.15, 18:00:23.917
355, throttle, 0.06, 18:00:23.968
356, throttle, 0.3, 18:00:24.019
357, throttle, 0.17, 18:00:24.069
358, throttle, 0.05, 18:00:24.120
359, throttle, 0.03, 18:00:24.172
360, throttle, 0.85, 18:00:24.228
361, throttle, 2.62, 18:00:24.280
362, throttle, 2.86, 18:00:24.330
363, throttle, 3.3, 18:00:24.380
364, throttle, 3.21, 18:00:24.433
365, throttle, 2.73, 18:00:24.483
366, throttle, 0.39, 18:00:24.549
367, throttle, 0.18, 18:00:24.600
368, throttle, 0.21, 18:00:24.650
369, throttle, 0.24, 18:00:24.700
370, throttle, 0.11, 18:00:24.750
371, throttle, 0.06, 18:00:24.803
372, throttle, 0.25, 18:00:24.857
373, throttle, 0.13, 18:00:24.908
374, throttle, 0.07, 18:00:24.959
375, throttle, 0.04, 18:00:25.010
376, throttle, 1.3, 18:00:25.060
377, throttle, 2.36, 18:00:25.112
378, throttle, 3.08, 18:00:25.167
379, throttle, 3.2, 18:00:25.218
380, throttle, 3.18, 18:00:25.282
381, throttle, 1.21, 18:00:25.341
382, throttle, 0.29, 18:00:25.398
383, throttle, 0.14, 18:00:25.448
384, throttle, 0.19, 18:00:25.500
385, throttle, 0.11, 18:00:25.551
386, throttle, 0.08, 18:00:25.603
387, throttle, 0.16, 18:00:25.654
388, throttle, 0.19, 18:00:25.763
389, throttle, 0.03, 18:00:25.812
390, throttle, 0.25, 18:00:25.864
391, throttle, 1.32, 18:00:25.919
392, throttle, 2.87, 18:00:25.983
393, throttle, 2.93, 18:00:26.037
394, throttle, 3.03, 18:00:26.088
395, throttle, 2.32, 18:00:26.139
396, throttle, 0.27, 18:00:26.190
397, throttle, 0.32, 18:00:26.242
398, throttle, 0.15, 18:00:26.297
399, throttle, 0.27, 18:00:26.348
400, throttle, 0.16, 18:00:26.410
401, throttle, 0.03, 18:00:26.460
402, throttle, 0.26, 18:00:26.513
403, throttle, 0.15, 18:00:26.563
404, throttle, 0.07, 18:00:26.618
405, throttle, 0.09, 18:00:26.670
406, throttle, 1.9, 18:00:26.733
407, throttle, 2.93, 18:00:26.787
408, throttle, 3.13, 18:00:26.838
409, throttle, 3.17, 18:00:26.889
410, throttle, 2.56, 18:00:26.940
411, throttle, 0.4, 18:00:26.999
412, throttle, 0.28, 18:00:27.050
413, throttle, 0.16, 18:00:27.101
414, throttle, 0.31, 18:00:27.151
415, throttle, 0.2, 18:00:27.202
416, throttle, 0.08, 18:00:27.252
417, throttle, 0.3, 18:00:27.305
418, throttle, 0.18, 18:00:27.359
419, throttle, 0.13, 18:00:27.410
420, throttle, 0.02, 18:00:27.479
421, throttle, 0.96, 18:00:27.529
422, throttle, 2.54, 18:00:27.580
423, throttle, 3, 18:00:27.631
424, throttle, 3.22, 18:00:27.684
425, throttle, 2.95, 18:00:27.737
426, throttle, 2.34, 18:00:27.788
427, throttle, 0.27, 18:00:27.839
428, throttle, 0.26, 18:00:27.889
429, throttle, 0.19, 18:00:27.940
430, throttle, 0.24, 18:00:27.990
431, throttle, 0.15, 18:00:28.043
432, throttle, 0.05, 18:00:28.093
433, throttle, 0.38, 18:00:28.144
434, throttle, 0.1, 18:00:28.210
435, throttle, 0.06, 18:00:28.260
436, throttle, 0.06, 18:00:28.310
437, throttle, 1.43, 18:00:28.364
438, throttle, 2.62, 18:00:28.417
439, throttle, 3.16, 18:00:28.469
440, throttle, 3.21, 18:00:28.519
441, throttle, 3.27, 18:00:28.571
442, throttle, 1.56, 18:00:28.623
443, throttle, 0.24, 18:00:28.673
444, throttle, 0.22, 18:00:28.728
445, throttle, 0.3, 18:00:28.997
446, throttle, 0.13, 18:00:29.143
447, throttle, 1.16, 18:00:29.278
448, throttle, 3.14, 18:00:29.370
449, throttle, 3.16, 18:00:29.422
450, throttle, 1.1, 18:00:29.477
451, throttle, 0.31, 18:00:29.531
452, throttle, 0.15, 18:00:29.582
453, throttle, 0.15, 18:00:29.634
454, throttle, 0.13, 18:00:29.687
455, throttle, 0.17, 18:00:29.738
456, throttle, 0.21, 18:00:29.801
457, throttle, 0.2, 18:00:29.858
458, throttle, 0.06, 18:00:29.909
459, throttle, 0.03, 18:00:29.961
460, throttle, 0.69, 18:00:30.012
461, throttle, 2.45, 18:00:30.063
462, throttle, 2.88, 18:00:30.117
463, throttle, 3.3, 18:00:30.168
464, throttle, 3.13, 18:00:30.220
465, throttle, 1.87, 18:00:30.272
466, throttle, 0.35, 18:00:30.323
467, throttle, 0.19, 18:00:30.378
468, throttle, 0.27, 18:00:30.427
469, throttle, 0.17, 18:00:30.478
470, throttle, 0.13, 18:00:30.543
471, throttle, 0.08, 18:00:30.594
472, throttle, 0.24, 18:00:30.647
473, throttle, 0.22, 18:00:30.698
474, throttle, 0.05, 18:00:30.748
475, throttle, 0.05, 18:00:30.797
476, throttle, 1.17, 18:00:30.844
477, throttle, 2.39, 18:00:30.897
478, throttle, 3.17, 18:00:30.947
479, throttle, 3.05, 18:00:31.004
480, throttle, 2.85, 18:00:31.070
481, throttle, 1.19, 18:00:31.118
482, throttle, 0.23, 18:00:31.161
483, throttle, 0.3, 18:00:31.201
484, throttle, 0.23, 18:00:31.247
485, throttle, 0.1, 18:00:31.288
486, throttle, 0.21, 18:00:31.329
487, throttle, 0.11, 18:00:31.367
488, throttle, 0.09, 18:00:31.406
489, throttle, 0.3, 18:00:31.447
490, throttle, 0.34, 18:00:31.488
491, throttle, 0.17, 18:00:31.529
492, throttle, 0.03, 18:00:31.567
493, throttle, 0.04, 18:00:31.608
494, throttle, 0.95, 18:00:31.649
495, throttle, 1.99, 18:00:31.686
496, throttle, 2.87, 18:00:31.726
497, throttle, 3.15, 18:00:31.770
498, throttle, 3.3, 18:00:31.808
499, throttle, 3.22, 18:00:31.859
500, throttle, 2.42, 18:00:31.909
501, throttle, 1.19, 18:00:31.971
502, throttle, 0.27, 18:00:32.035
503, throttle, 0.27, 18:00:32.089
504, throttle, 0.15, 18:00:32.140
505, throttle, 0.15, 18:00:32.191
506, throttle, 0.04, 18:00:32.242
507, throttle, 0.21, 18:00:32.292
508, throttle, 0.27, 18:00:32.342
509, throttle, 0.06, 18:00:32.391
510, throttle, 0.03, 18:00:32.443
511, throttle, 0.25, 18:00:32.493
512, throttle, 2.01, 18:00:32.543
513, throttle, 3.04, 18:00:32.593
514, throttle, 3.19, 18:00:32.642
515, throttle, 2.95, 18:00:32.703
516, throttle, 2.64, 18:00:32.753
517, throttle, 1.24, 18:00:32.808
518, throttle, 0.23, 18:00:32.860
519, throttle, 0.22, 18:00:32.912
520, throttle, 0.13, 18:00:32.963
521, throttle, 0.25, 18:00:33.016
522, throttle, 0.07, 18:00:33.064
523, throttle, 0.25, 18:00:33.115
524, throttle, 0.34, 18:00:33.169
525, throttle, 0.04, 18:00:33.220
526, throttle, 0.03, 18:00:33.270
527, throttle, 0.75, 18:00:33.320
