Driver instructions:

Strategy instructions:

Power 1:
1, throttle, -1, -1
2, throttle, -1, -1
3, throttle, 356, 00:11:54.815
4, throttle, 346, 00:11:55.033
5, throttle, 340, 00:11:55.254
6, throttle, 343, 00:11:55.474
7, throttle, 341, 00:11:55.694
8, throttle, 345, 00:11:55.915
9, throttle, 339, 00:11:56.135
10, throttle, 331, 00:11:56.356
11, throttle, 334, 00:11:56.576
12, throttle, 329, 00:11:56.807
13, throttle, 335, 00:11:57.038
14, throttle, 329, 00:11:57.269
15, throttle, 340, 00:11:57.500
16, throttle, 333, 00:11:57.731
17, throttle, 337, 00:11:57.963
18, throttle, 323, 00:11:58.194
19, throttle, 337, 00:11:58.425
20, throttle, 332, 00:11:58.658
21, throttle, 326, 00:11:58.890
22, throttle, 327, 00:11:59.120
23, throttle, 316, 00:11:59.349
24, throttle, 334, 00:11:59.583
25, throttle, 320, 00:11:59.815
26, throttle, 315, 00:12:00.047
27, throttle, 319, 00:12:00.278
28, throttle, 319, 00:12:00.510
29, throttle, 322, 00:12:00.741
30, throttle, 313, 00:12:00.972
31, throttle, 298, 00:12:01.203
32, throttle, 362, 00:12:01.430
33, throttle, 356, 00:12:01.660
34, throttle, 305, 00:12:01.891
35, throttle, 300, 00:12:02.121
36, throttle, 331, 00:12:02.353
37, throttle, 323, 00:12:02.586
38, throttle, 314, 00:12:02.819
39, throttle, 310, 00:12:03.050
40, throttle, 325, 00:12:03.282
41, throttle, 310, 00:12:03.513
42, throttle, 318, 00:12:03.743
43, throttle, 320, 00:12:03.975
44, throttle, 320, 00:12:04.206
45, throttle, 315, 00:12:04.439
46, throttle, 316, 00:12:04.921
47, throttle, 315, 00:12:05.147
48, throttle, 306, 00:12:05.374
49, throttle, 311, 00:12:05.605
50, throttle, 308, 00:12:05.838
51, throttle, 307, 00:12:06.063
52, throttle, 303, 00:12:06.295
53, throttle, 306, 00:12:06.527
54, throttle, 311, 00:12:06.754
55, throttle, 311, 00:12:06.984
56, throttle, 306, 00:12:07.217
57, throttle, 306, 00:12:07.444
58, throttle, 303, 00:12:07.677
59, throttle, 306, 00:12:07.905
60, throttle, 303, 00:12:08.133
61, throttle, 310, 00:12:08.365
62, throttle, 307, 00:12:08.596
63, throttle, 302, 00:12:08.828
64, throttle, 304, 00:12:09.054
65, throttle, 311, 00:12:09.286
66, throttle, 310, 00:12:09.518
67, throttle, 297, 00:12:09.749
68, throttle, 306, 00:12:09.981
69, throttle, 303, 00:12:10.208
70, throttle, 301, 00:12:10.436
71, throttle, 302, 00:12:10.668
72, throttle, 309, 00:12:10.898
73, throttle, 302, 00:12:11.130
74, throttle, 308, 00:12:11.362
75, throttle, 302, 00:12:11.595
76, throttle, 301, 00:12:11.986
77, throttle, 303, 00:12:12.264
78, throttle, 303, 00:12:12.546
79, throttle, 298, 00:12:12.830
80, throttle, 313, 00:12:13.109
81, throttle, 293, 00:12:13.387
82, throttle, 300, 00:12:13.668
83, throttle, 302, 00:12:13.945
84, throttle, 297, 00:12:14.224
85, throttle, 302, 00:12:14.477
86, throttle, 306, 00:12:14.707
87, throttle, 305, 00:12:14.939
88, throttle, 295, 00:12:15.458
89, throttle, 294, 00:12:15.688
90, throttle, 291, 00:12:15.931
91, throttle, 300, 00:12:16.162
92, throttle, 349, 00:12:16.393
93, throttle, 256, 00:12:16.627
94, throttle, 427, 00:12:16.856
95, throttle, 584, 00:12:17.086
96, throttle, 582, 00:12:17.318
97, throttle, 337, 00:12:17.551
98, throttle, 533, 00:12:17.782
