1, throttle, 0, 23:31:40.257
2, throttle, 0, 23:31:40.326
3, throttle, 0, 23:31:40.395
4, throttle, 0, 23:31:40.468
5, throttle, 0, 23:31:40.536
6, throttle, 0, 23:31:40.589
7, throttle, 0, 23:31:40.657
8, throttle, 0, 23:31:40.719
9, throttle, 0, 23:31:40.778
10, throttle, 0, 23:31:40.830
11, throttle, 0, 23:31:40.885
12, throttle, 0, 23:31:40.936
13, throttle, 0, 23:31:40.994
14, throttle, 0, 23:31:41.045
15, throttle, 0, 23:31:41.097
16, throttle, 0, 23:31:41.149
17, throttle, 0, 23:31:41.200
18, throttle, 0, 23:31:41.254
19, throttle, 0, 23:31:41.305
20, throttle, 0, 23:31:41.358
21, throttle, 0, 23:31:41.414
22, throttle, 0, 23:31:41.466
23, throttle, 0, 23:31:41.517
24, throttle, 0, 23:31:41.571
25, throttle, 0, 23:31:41.625
26, throttle, 0, 23:31:41.676
27, throttle, 0, 23:31:41.744
28, throttle, 0, 23:31:41.802
29, throttle, 0, 23:31:41.875
30, throttle, 0, 23:31:41.939
31, throttle, 0, 23:31:42.005
32, throttle, 0, 23:31:42.084
33, throttle, 0, 23:31:42.149
34, throttle, 0, 23:31:42.214
35, throttle, 0, 23:31:42.277
36, throttle, 0, 23:31:42.340
37, throttle, 0, 23:31:42.397
38, throttle, 0, 23:31:42.449
39, throttle, 0, 23:31:42.504
40, throttle, 0, 23:31:42.558
41, throttle, 0, 23:31:42.613
42, throttle, 0, 23:31:42.667
43, throttle, 0, 23:31:42.720
44, throttle, 0, 23:31:42.785
45, throttle, 0, 23:31:42.840
46, throttle, 0, 23:31:42.895
47, throttle, 0, 23:31:42.954
48, throttle, 0, 23:31:43.009
1, rpm, 29, 23:31:40.257
2, rpm, 0, 23:31:40.326
3, rpm, 0, 23:31:40.395
4, rpm, 0, 23:31:40.468
5, rpm, 0, 23:31:40.536
6, rpm, 0, 23:31:40.589
7, rpm, 0, 23:31:40.657
8, rpm, 0, 23:31:40.719
9, rpm, 0, 23:31:40.778
10, rpm, 0, 23:31:40.830
11, rpm, 0, 23:31:40.885
12, rpm, 0, 23:31:40.936
13, rpm, 0, 23:31:40.994
14, rpm, 0, 23:31:41.045
15, rpm, 0, 23:31:41.097
16, rpm, 0, 23:31:41.149
17, rpm, 0, 23:31:41.200
18, rpm, 0, 23:31:41.254
19, rpm, 0, 23:31:41.305
20, rpm, 0, 23:31:41.358
21, rpm, 0, 23:31:41.414
22, rpm, 0, 23:31:41.466
23, rpm, 0, 23:31:41.517
24, rpm, 0, 23:31:41.571
25, rpm, 0, 23:31:41.625
26, rpm, 0, 23:31:41.676
27, rpm, 0, 23:31:41.744
28, rpm, 0, 23:31:41.802
29, rpm, 0, 23:31:41.875
30, rpm, 0, 23:31:41.939
31, rpm, 0, 23:31:42.005
32, rpm, 0, 23:31:42.084
33, rpm, 0, 23:31:42.149
