1, rpm, -1, 12:15:20.348
2, rpm, -1, 12:17:29.872
3, rpm, -1, 12:17:30.673
4, rpm, -1, 12:17:31.515
5, rpm, -1, 12:17:32.354
6, rpm, -1, 12:17:33.115
7, rpm, -1, 12:17:33.905
8, rpm, -1, 12:17:34.711
1, throttle, -1, 12:15:20.348
2, throttle, -1, 12:17:29.872
3, throttle, -1, 12:17:30.673
4, throttle, -1, 12:17:31.515
5, throttle, -1, 12:17:32.354
6, throttle, -1, 12:17:33.115
7, throttle, -1, 12:17:33.905
8, throttle, -1, 12:17:34.711
1, current, -1, 12:15:20.348
2, current, -1, 12:17:29.872
3, current, -1, 12:17:30.673
4, current, -1, 12:17:31.515
5, current, -1, 12:17:32.354
6, current, -1, 12:17:33.115
7, current, -1, 12:17:33.905
8, current, -1, 12:17:34.711
1, votlage, -1, 12:15:20.348
2, votlage, -1, 12:17:29.872
3, votlage, -1, 12:17:30.673
4, votlage, -1, 12:17:31.515
5, votlage, -1, 12:17:32.354
6, votlage, -1, 12:17:33.115
7, votlage, -1, 12:17:33.905
8, votlage, -1, 12:17:34.711
