1, throttle, 0, 01:07:03.377
2, throttle, 0, 01:07:03.426
3, throttle, 0, 01:07:03.474
4, throttle, 0, 01:07:03.523
5, throttle, 0, 01:07:03.573
6, throttle, 0, 01:07:03.614
7, throttle, 0, 01:07:03.655
8, throttle, 0, 01:07:03.705
9, throttle, 0, 01:07:03.758
10, throttle, 0, 01:07:03.816
11, throttle, 0, 01:07:03.870
12, throttle, 0, 01:07:03.931
13, throttle, 0, 01:07:03.990
14, throttle, 0, 01:07:04.051
15, throttle, 0, 01:07:04.108
16, throttle, 0, 01:07:04.161
17, throttle, 0, 01:07:04.217
18, throttle, 0, 01:07:04.276
19, throttle, 0, 01:07:04.331
20, throttle, 0, 01:07:04.386
21, throttle, 0, 01:07:04.445
22, throttle, 0, 01:07:04.516
23, throttle, 0, 01:07:04.570
24, throttle, 0, 01:07:04.634
25, throttle, 0, 01:07:04.695
26, throttle, 0, 01:07:04.767
27, throttle, 0, 01:07:04.835
28, throttle, 0, 01:07:04.899
29, throttle, 0, 01:07:04.956
30, throttle, 0, 01:07:05.010
31, throttle, 0, 01:07:05.069
32, throttle, 0, 01:07:05.128
33, throttle, 0, 01:07:05.188
34, throttle, 0, 01:07:05.248
35, throttle, 0, 01:07:05.306
36, throttle, 0, 01:07:05.360
37, throttle, 0, 01:07:05.428
38, throttle, 0, 01:07:05.488
39, throttle, 0, 01:07:05.547
40, throttle, 0, 01:07:05.605
41, throttle, 0, 01:07:05.664
42, throttle, 0, 01:07:05.720
43, throttle, 0, 01:07:05.778
44, throttle, 0, 01:07:05.847
45, throttle, 0, 01:07:05.915
46, throttle, 0, 01:07:05.976
47, throttle, 0, 01:07:06.036
48, throttle, 0, 01:07:06.099
49, throttle, 0, 01:07:06.156
50, throttle, 0, 01:07:06.214
51, throttle, 0, 01:07:06.273
52, throttle, 0, 01:07:06.349
53, throttle, 0, 01:07:06.407
54, throttle, 0, 01:07:06.469
55, throttle, 0, 01:07:06.527
56, throttle, 0, 01:07:06.588
57, throttle, 0, 01:07:06.647
58, throttle, 0, 01:07:06.708
1, rpm, 0, 01:07:03.377
2, rpm, 0, 01:07:03.426
3, rpm, 0, 01:07:03.474
4, rpm, 0, 01:07:03.523
5, rpm, 0, 01:07:03.573
6, rpm, 0, 01:07:03.614
7, rpm, 0, 01:07:03.655
8, rpm, 0, 01:07:03.705
9, rpm, 0, 01:07:03.758
10, rpm, 0, 01:07:03.816
11, rpm, 0, 01:07:03.870
12, rpm, 0, 01:07:03.931
13, rpm, 0, 01:07:03.990
14, rpm, 0, 01:07:04.051
15, rpm, 0, 01:07:04.108
16, rpm, 0, 01:07:04.161
17, rpm, 0, 01:07:04.217
18, rpm, 0, 01:07:04.276
19, rpm, 0, 01:07:04.331
20, rpm, 0, 01:07:04.386
