Throttle:
1, throttle, -1, -1
2, throttle, -1, -1
3, throttle, 1, 19:19:55.156
4, throttle, 17, 19:19:55.497
5, throttle, 8, 19:19:55.861
6, throttle, 0, 19:19:56.225
7, throttle, 9, 19:19:56.594
8, throttle, 9, 19:19:56.992
9, throttle, 4, 19:19:57.390
10, throttle, 0, 19:19:57.757
11, throttle, 18, 19:19:58.120
12, throttle, 0, 19:19:58.486
13, throttle, 5, 19:19:58.853
14, throttle, 10, 19:19:59.222
15, throttle, 6, 19:19:59.599
16, throttle, 7, 19:19:59.969
17, throttle, 10, 19:20:00.441
18, throttle, 3, 19:20:01.046
19, throttle, 3, 19:20:01.402
20, throttle, 6, 19:20:01.797
21, throttle, 11, 19:20:02.148
22, throttle, 1, 19:20:02.518
23, throttle, 7, 19:20:02.901
24, throttle, 17, 19:20:03.271
25, throttle, 7, 19:20:03.643
26, throttle, 16, 19:20:04.014
27, throttle, 2, 19:20:04.510
28, throttle, 5, 19:20:05.076
29, throttle, 4, 19:20:05.446
30, throttle, 2, 19:20:05.817
31, throttle, 8, 19:20:06.198
32, throttle, 18, 19:20:06.566
33, throttle, 9, 19:20:06.949
34, throttle, 13, 19:20:07.434
35, throttle, 7, 19:20:07.990
36, throttle, 11, 19:20:08.343
37, throttle, 11, 19:20:08.686
38, throttle, 5, 19:20:09.040
39, throttle, 14, 19:20:09.398
40, throttle, 13, 19:20:09.742
41, throttle, 16, 19:20:10.095
42, throttle, 5, 19:20:10.447
43, throttle, 9, 19:20:10.818
44, throttle, 5, 19:20:11.235
45, throttle, 4, 19:20:11.606
46, throttle, 4, 19:20:11.973
47, throttle, 9, 19:20:12.387
48, throttle, 13, 19:20:12.761
49, throttle, 9, 19:20:13.145
50, throttle, 9, 19:20:13.513
51, throttle, 13, 19:20:19.103
52, throttle, 7, 19:20:19.617
53, throttle, 13, 19:20:19.959
54, throttle, 5, 19:20:20.342
55, throttle, 8, 19:20:20.715
56, throttle, 13, 19:20:21.087
57, throttle, 8, 19:20:21.457
58, throttle, 8, 19:20:21.845
59, throttle, 13, 19:20:22.214
60, throttle, 7, 19:20:22.579
61, throttle, 3, 19:20:22.949
62, throttle, 10, 19:20:23.316
63, throttle, 8, 19:20:23.687
64, throttle, 2, 19:20:24.051
65, throttle, 16, 19:20:24.416
66, throttle, 3, 19:20:24.786
67, throttle, 11, 19:20:25.149
68, throttle, 10, 19:20:25.724
69, throttle, 18, 19:20:26.092
70, throttle, 17, 19:20:26.464
71, throttle, 3, 19:20:26.834
72, throttle, 5, 19:20:27.204
73, throttle, 10, 19:20:27.576
74, throttle, 3, 19:20:27.950
75, throttle, 3, 19:20:28.319
76, throttle, 14, 19:20:28.690
77, throttle, 17, 19:20:29.061
78, throttle, 2, 19:20:29.409
79, throttle, 4, 19:20:29.897
80, throttle, 8, 19:20:30.276
81, throttle, 4, 19:20:30.671
82, throttle, 18, 19:20:31.049
83, throttle, 8, 19:20:31.459
84, throttle, 26, 19:20:31.838
85, throttle, 3, 19:20:32.463
86, throttle, 8, 19:20:32.868
87, throttle, 14, 19:20:33.241
88, throttle, 9, 19:20:33.607
89, throttle, 5, 19:20:33.979
90, throttle, 14, 19:20:34.343
91, throttle, 11, 19:20:34.713
92, throttle, 6, 19:20:35.078
93, throttle, 0, 19:20:35.472
94, throttle, 6, 19:20:35.841
95, throttle, 16, 19:20:36.272
96, throttle, 13, 19:20:36.641
97, throttle, 7, 19:20:37.020
98, throttle, 2, 19:20:37.404
