1, throttle, -1, -1
2, throttle, -1, -1
3, throttle, 3, 17:12:34.666
4, throttle, 0, 17:12:35.004
5, throttle, 11, 17:12:35.372
6, throttle, 7, 17:12:40.774
7, throttle, 1, 17:12:46.169
8, throttle, 0, 17:12:51.602
9, throttle, 0, 17:12:57.042
10, throttle, 3, 17:13:02.437
11, throttle, 1, 17:13:07.825
12, throttle, 9, 17:13:13.230
13, throttle, 7, 17:13:18.627
1, rpm, -1, -1
2, rpm, -1, -1
3, rpm, -1, -1
4, rpm, -1, -1
5, rpm, -1, -1
6, rpm, 9, 17:12:40.774
7, rpm, 9, 17:12:40.774
8, rpm, 9, 17:12:40.774
9, rpm, 9, 17:12:40.774
10, rpm, 9, 17:12:40.774
11, rpm, 9, 17:12:40.774
12, rpm, 9, 17:12:40.774
13, rpm, 9, 17:12:40.774
1, Current, -1, -1
2, Current, -1, -1
3, Current, -1, -1
4, Current, -1, -1
