1, throttle, 0, 01:12:26.271
2, throttle, 0, 01:12:26.319
3, throttle, 0, 01:12:26.367
4, throttle, 0, 01:12:26.415
5, throttle, 0, 01:12:26.611
6, throttle, 0, 01:12:26.740
7, throttle, 0, 01:12:26.864
8, throttle, 0, 01:12:26.986
9, throttle, 0, 01:12:27.079
10, throttle, 0, 01:12:27.119
11, throttle, 0, 01:12:27.159
12, throttle, 0, 01:12:27.200
13, throttle, 0, 01:12:27.243
14, throttle, 0, 01:12:27.286
15, throttle, 0, 01:12:27.326
16, throttle, 0, 01:12:27.374
17, throttle, 0, 01:12:27.416
18, throttle, 0, 01:12:27.456
19, throttle, 0, 01:12:27.497
20, throttle, 0, 01:12:27.536
21, throttle, 0, 01:12:27.577
22, throttle, 0, 01:12:27.617
23, throttle, 0, 01:12:27.656
24, throttle, 0, 01:12:27.695
25, throttle, 0, 01:12:27.736
26, throttle, 0, 01:12:27.777
27, throttle, 0, 01:12:27.818
28, throttle, 0, 01:12:27.870
29, throttle, 0, 01:12:27.912
30, throttle, 0, 01:12:27.960
31, throttle, 0, 01:12:28.003
32, throttle, 0, 01:12:28.044
33, throttle, 0, 01:12:28.088
34, throttle, 0, 01:12:28.127
35, throttle, 0, 01:12:28.169
36, throttle, 0, 01:12:28.220
37, throttle, 0, 01:12:28.258
38, throttle, 0, 01:12:28.308
39, throttle, 0, 01:12:28.353
40, throttle, 0, 01:12:28.407
41, throttle, 0, 01:12:28.459
42, throttle, 0, 01:12:28.500
43, throttle, 0, 01:12:28.539
44, throttle, 0, 01:12:28.598
45, throttle, 0, 01:12:28.638
46, throttle, 0, 01:12:28.679
47, throttle, 0, 01:12:28.720
48, throttle, 0, 01:12:28.768
49, throttle, 0, 01:12:28.809
50, throttle, 0, 01:12:28.853
51, throttle, 0, 01:12:28.905
52, throttle, 0, 01:12:28.946
53, throttle, 0, 01:12:28.986
54, throttle, 0, 01:12:29.028
55, throttle, 0, 01:12:29.091
56, throttle, 0, 01:12:29.135
57, throttle, 0, 01:12:29.176
58, throttle, 0, 01:12:29.225
59, throttle, 0, 01:12:29.269
60, throttle, 0, 01:12:29.317
61, throttle, 0, 01:12:29.359
62, throttle, 0, 01:12:29.402
