1, throttle, 0, 01:10:12.606
2, throttle, 0, 01:10:12.675
3, throttle, 0, 01:10:12.727
4, throttle, 0, 01:10:12.776
5, throttle, 0, 01:10:12.827
6, throttle, 0, 01:10:12.869
7, throttle, 0, 01:10:12.909
8, throttle, 0, 01:10:12.949
9, throttle, 0, 01:10:12.989
10, throttle, 0, 01:10:13.035
11, throttle, 0, 01:10:13.077
12, throttle, 0, 01:10:13.120
13, throttle, 0, 01:10:13.165
14, throttle, 0, 01:10:13.207
15, throttle, 0, 01:10:13.247
16, throttle, 0, 01:10:13.289
17, throttle, 0, 01:10:13.328
18, throttle, 0, 01:10:13.367
19, throttle, 0, 01:10:13.406
20, throttle, 0, 01:10:13.447
21, throttle, 0, 01:10:13.505
22, throttle, 0, 01:10:13.550
23, throttle, 0, 01:10:13.590
24, throttle, 0, 01:10:13.630
25, throttle, 0, 01:10:13.670
26, throttle, 0, 01:10:13.716
27, throttle, 0, 01:10:13.764
28, throttle, 0, 01:10:13.805
29, throttle, 0, 01:10:13.845
30, throttle, 0, 01:10:13.886
31, throttle, 0, 01:10:13.925
32, throttle, 0, 01:10:13.965
33, throttle, 0, 01:10:14.006
34, throttle, 0, 01:10:14.047
35, throttle, 0, 01:10:14.086
36, throttle, 0, 01:10:14.138
37, throttle, 0, 01:10:14.179
38, throttle, 0, 01:10:14.220
39, throttle, 0, 01:10:14.264
40, throttle, 0, 01:10:14.309
41, throttle, 0, 01:10:14.349
42, throttle, 0, 01:10:14.390
43, throttle, 0, 01:10:14.430
44, throttle, 0, 01:10:14.476
1, rpm, 0, 01:10:12.606
2, rpm, 0, 01:10:12.675
3, rpm, 0, 01:10:12.727
4, rpm, 0, 01:10:12.776
5, rpm, 0, 01:10:12.827
6, rpm, 0, 01:10:12.869
7, rpm, 0, 01:10:12.909
8, rpm, 0, 01:10:12.949
9, rpm, 0, 01:10:12.989
10, rpm, 0, 01:10:13.035
11, rpm, 0, 01:10:13.077
12, rpm, 0, 01:10:13.120
13, rpm, 0, 01:10:13.165
14, rpm, 0, 01:10:13.207
15, rpm, 0, 01:10:13.247
16, rpm, 0, 01:10:13.289
17, rpm, 0, 01:10:13.328
18, rpm, 0, 01:10:13.367
19, rpm, 0, 01:10:13.406
20, rpm, 0, 01:10:13.447
21, rpm, 0, 01:10:13.505
22, rpm, 0, 01:10:13.550
23, rpm, 0, 01:10:13.590
24, rpm, 0, 01:10:13.630
25, rpm, 0, 01:10:13.670
26, rpm, 0, 01:10:13.716
27, rpm, 0, 01:10:13.764
28, rpm, 0, 01:10:13.805
29, rpm, 0, 01:10:13.845
30, rpm, 0, 01:10:13.886
31, rpm, 0, 01:10:13.925
32, rpm, 0, 01:10:13.965
33, rpm, 0, 01:10:14.006
34, rpm, 0, 01:10:14.047
35, rpm, 0, 01:10:14.086
36, rpm, 0, 01:10:14.138
37, rpm, 0, 01:10:14.179
38, rpm, 0, 01:10:14.220
39, rpm, 0, 01:10:14.264
40, rpm, 0, 01:10:14.309
41, rpm, 0, 01:10:14.349
42, rpm, 0, 01:10:14.390
43, rpm, 0, 01:10:14.430
44, rpm, 0, 01:10:14.476
1, current, 0.11/0.31, 01:10:12.606
2, current, 0.18/0.64, 01:10:12.675
3, current, 0.17/0.62, 01:10:12.727
4, current, 0.28/0.94, 01:10:12.776
5, current, 0.31/1.01, 01:10:12.827
6, current, 0.47/1.59, 01:10:12.869
7, current, 0.49/1.56, 01:10:12.909
8, current, 0.46/1.54, 01:10:12.949
9, current, 0.32/1.06, 01:10:12.989
10, current, 0.28/0.92, 01:10:13.035
11, current, 0.23/0.80, 01:10:13.077
12, current, 0.22/0.78, 01:10:13.120
13, current, 0.23/0.76, 01:10:13.165
14, current, 0.22/0.73, 01:10:13.207
15, current, 0.24/0.75, 01:10:13.247
16, current, 0.23/0.77, 01:10:13.289
17, current, 0.24/0.79, 01:10:13.328
18, current, 0.25/0.82, 01:10:13.367
19, current, 0.24/0.78, 01:10:13.406
20, current, 0.26/0.84, 01:10:13.447
21, current, 0.24/0.86, 01:10:13.505
22, current, 0.24/0.76, 01:10:13.550
23, current, 0.22/0.74, 01:10:13.590
24, current, 0.24/0.86, 01:10:13.630
25, current, 0.23/0.76, 01:10:13.670
26, current, 0.27/0.85, 01:10:13.716
27, current, 0.26/0.90, 01:10:13.764
28, current, 0.24/0.77, 01:10:13.805
29, current, 0.26/0.85, 01:10:13.845
30, current, 0.20/0.68, 01:10:13.886
31, current, 0.20/0.61, 01:10:13.925
32, current, 0.21/0.75, 01:10:13.965
33, current, 0.23/0.80, 01:10:14.006
34, current, 0.20/0.65, 01:10:14.047
35, current, 0.19/0.69, 01:10:14.086
36, current, 0.17/0.58, 01:10:14.138
37, current, 0.21/0.63, 01:10:14.179
38, current, 0.20/0.70, 01:10:14.220
39, current, 0.23/0.70, 01:10:14.264
40, current, 0.21/0.70, 01:10:14.309
41, current, 0.20/0.60, 01:10:14.349
42, current, 0.21/0.67, 01:10:14.390
43, current, 0.20/0.63, 01:10:14.430
44, current, 0.24/0.73, 01:10:14.476
1, votlage, 0, 01:10:12.606
2, votlage, 0, 01:10:12.675
3, votlage, 0, 01:10:12.727
4, votlage, 0, 01:10:12.776
5, votlage, 0, 01:10:12.827
6, votlage, 0, 01:10:12.869
7, votlage, 0, 01:10:12.909
8, votlage, 0, 01:10:12.949
9, votlage, 0, 01:10:12.989
10, votlage, 0, 01:10:13.035
11, votlage, 0, 01:10:13.077
12, votlage, 0, 01:10:13.120
13, votlage, 0, 01:10:13.165
14, votlage, 0, 01:10:13.207
15, votlage, 0, 01:10:13.247
16, votlage, 0, 01:10:13.289
17, votlage, 0, 01:10:13.328
18, votlage, 0, 01:10:13.367
19, votlage, 0, 01:10:13.406
20, votlage, 0, 01:10:13.447
21, votlage, 0, 01:10:13.505
22, votlage, 0, 01:10:13.550
23, votlage, 0, 01:10:13.590
24, votlage, 0, 01:10:13.630
25, votlage, 0, 01:10:13.670
26, votlage, 0, 01:10:13.716
27, votlage, 0, 01:10:13.764
28, votlage, 0, 01:10:13.805
29, votlage, 0, 01:10:13.845
30, votlage, 0, 01:10:13.886
31, votlage, 0, 01:10:13.925
32, votlage, 0, 01:10:13.965
33, votlage, 0, 01:10:14.006
34, votlage, 0, 01:10:14.047
35, votlage, 0, 01:10:14.086
36, votlage, 0, 01:10:14.138
37, votlage, 0, 01:10:14.179
38, votlage, 0, 01:10:14.220
39, votlage, 0, 01:10:14.264
40, votlage, 0, 01:10:14.309
41, votlage, 0, 01:10:14.349
42, votlage, 0, 01:10:14.390
43, votlage, 0, 01:10:14.430
44, votlage, 0, 01:10:14.476
1, 00422.577134, 5159.967264, 0.0, 01:10:12.606
2, 00422.577135, 5159.967267, 0.0, 01:10:12.675
3, 00422.577133, 5159.967268, 0.0, 01:10:12.727
4, 00422.577134, 5159.967270, 0.0, 01:10:12.776
5, 00422.577134, 5159.967270, 0.0, 01:10:12.827
6, 00422.577134, 5159.967270, 0.0, 01:10:12.869
7, 00422.577134, 5159.967270, 0.0, 01:10:12.909
8, 00422.577134, 5159.967270, 0.0, 01:10:12.949
9, 00422.577134, 5159.967270, 0.0, 01:10:12.989
10, 00422.577134, 5159.967270, 0.0, 01:10:13.035
11, 00422.577134, 5159.967270, 0.0, 01:10:13.077
12, 00422.577134, 5159.967270, 0.0, 01:10:13.120
13, 00422.577134, 5159.967270, 0.0, 01:10:13.165
14, 00422.577134, 5159.967270, 0.0, 01:10:13.207
15, 00422.577134, 5159.967270, 0.0, 01:10:13.247
16, 00422.577134, 5159.967270, 0.0, 01:10:13.289
17, 00422.577134, 5159.967270, 0.0, 01:10:13.328
18, 00422.577134, 5159.967270, 0.0, 01:10:13.367
19, 00422.577134, 5159.967270, 0.0, 01:10:13.406
20, 00422.577134, 5159.967270, 0.0, 01:10:13.447
21, 00422.577134, 5159.967270, 0.0, 01:10:13.505
22, 00422.577134, 5159.967270, 0.0, 01:10:13.550
23, 00422.577134, 5159.967270, 0.0, 01:10:13.590
24, 00422.577134, 5159.967270, 0.0, 01:10:13.630
25, 00422.577134, 5159.967270, 0.0, 01:10:13.670
26, 00422.577135, 5159.967271, 0.0, 01:10:13.716
27, 00422.577135, 5159.967271, 0.0, 01:10:13.764
28, 00422.577135, 5159.967271, 0.0, 01:10:13.805
29, 00422.577135, 5159.967271, 0.0, 01:10:13.845
30, 00422.577135, 5159.967271, 0.0, 01:10:13.886
31, 00422.577135, 5159.967271, 0.0, 01:10:13.925
32, 00422.577135, 5159.967271, 0.0, 01:10:13.965
33, 00422.577135, 5159.967271, 0.0, 01:10:14.006
34, 00422.577135, 5159.967271, 0.0, 01:10:14.047
35, 00422.577135, 5159.967271, 0.0, 01:10:14.086
36, 00422.577135, 5159.967271, 0.0, 01:10:14.138
37, 00422.577135, 5159.967271, 0.0, 01:10:14.179
38, 00422.577135, 5159.967271, 0.0, 01:10:14.220
39, 00422.577135, 5159.967271, 0.0, 01:10:14.264
40, 00422.577135, 5159.967271, 0.0, 01:10:14.309
41, 00422.577135, 5159.967271, 0.0, 01:10:14.349
42, 00422.577135, 5159.967271, 0.0, 01:10:14.390
43, 00422.577135, 5159.967271, 0.0, 01:10:14.430
44, 00422.577135, 5159.967271, 0.0, 01:10:14.476
