1, throttle, -1, -1
2, throttle, 10, 15:28:06.004
3, throttle, 3, 15:28:06.375
4, throttle, 8, 15:28:06.742
5, throttle, 12, 15:28:07.101
6, throttle, 6, 15:28:07.478
7, throttle, 5, 15:28:07.875
8, throttle, 4, 15:28:08.246
9, throttle, 5, 15:28:08.612
10, throttle, 4, 15:28:08.979
11, throttle, 5, 15:28:09.354
12, throttle, 2, 15:28:09.729
13, throttle, 5, 15:28:10.102
14, throttle, 11, 15:28:10.467
15, throttle, 7, 15:28:10.835
16, throttle, 11, 15:28:11.209
17, throttle, 2, 15:28:11.602
18, throttle, 0, 15:28:12.359
19, throttle, 6, 15:28:12.707
20, throttle, 11, 15:28:13.048
21, throttle, 3, 15:28:13.389
22, throttle, 6, 15:28:13.746
23, throttle, 1, 15:28:14.117
24, throttle, 9, 15:28:14.482
25, throttle, 7, 15:28:14.859
26, throttle, 6, 15:28:15.234
27, throttle, 10, 15:28:15.597
28, throttle, 5, 15:28:16.363
29, throttle, 8, 15:28:16.734
30, throttle, 4, 15:28:17.101
31, throttle, 7, 15:28:17.521
1, rpm, -1, -1
2, rpm, -1, -1
3, rpm, -1, -1
4, rpm, -1, -1
5, rpm, -1, -1
6, rpm, -1, -1
7, rpm, -1, -1
8, rpm, -1, -1
9, rpm, -1, -1
10, rpm, -1, -1
11, rpm, -1, -1
12, rpm, -1, -1
13, rpm, -1, -1
14, rpm, -1, -1
15, rpm, -1, -1
16, rpm, -1, -1
17, rpm, -1, -1
18, rpm, -1, -1
19, rpm, -1, -1
20, rpm, -1, -1
21, rpm, -1, -1
22, rpm, -1, -1
23, rpm, -1, -1
24, rpm, -1, -1
25, rpm, -1, -1
26, rpm, -1, -1
27, rpm, -1, -1
28, rpm, -1, -1
29, rpm, -1, -1
30, rpm, -1, -1
31, rpm, -1, -1
32, rpm, -1, -1
1, Current, -1, -1
2, Current, 4.66, 15:28:06.004
3, Current, 4.66, 15:28:06.004
4, Current, 4.66, 15:28:06.004
5, Current, 4.02, 15:28:07.101
6, Current, 4.15, 15:28:07.478
7, Current, 4.06, 15:28:07.875
8, Current, 4.13, 15:28:08.246
9, Current, 4.13, 15:28:08.612
10, Current, 4.12, 15:28:08.979
11, Current, 4.13, 15:28:09.354
12, Current, 4.13, 15:28:09.729
13, Current, 4.12, 15:28:10.102
14, Current, 4.08, 15:28:10.467
15, Current, 4.08, 15:28:10.835
16, Current, 4.04, 15:28:11.209
17, Current, 4.25, 15:28:11.602
18, Current, 4.2, 15:28:12.359
19, Current, 4.19, 15:28:12.707
20, Current, 4.23, 15:28:13.048
21, Current, 4.29, 15:28:13.389
22, Current, 4.14, 15:28:13.746
23, Current, 4.13, 15:28:14.117
24, Current, 4.13, 15:28:14.482
25, Current, 4.09, 15:28:14.859
26, Current, 4.1, 15:28:15.234
27, Current, 4.27, 15:28:15.597
28, Current, 4.05, 15:28:16.363
29, Current, 4.07, 15:28:16.734
30, Current, 4.12, 15:28:17.101
31, Current, 4.13, 15:28:17.521
